label,height,weight
fat,128,76
normal,159,59
normal,197,72
thin,149,38
fat,123,55
fat,156,70
fat,151,78
thin,172,39
fat,158,65
normal,155,58
fat,142,64
thin,175,38
thin,176,48
normal,173,64
fat,130,68
fat,140,70
normal,144,42
thin,182,40
normal,199,80
fat,147,73
thin,198,66
fat,136,50
fat,132,58
fat,137,70
fat,130,76
fat,125,58
fat,123,40
thin,196,58
fat,122,58
fat,154,70
normal,185,69
fat,143,79
thin,179,50
thin,177,50
normal,168,70
fat,126,56
fat,154,68
fat,142,61
fat,135,62
thin,199,36
normal,146,43
thin,161,36
fat,139,50
normal,134,41
fat,140,72
thin,189,45
thin,178,45
fat,176,78
thin,152,37
thin,171,53
fat,128,49
fat,132,56
thin,182,59
fat,147,58
thin,175,35
fat,138,51
normal,150,44
normal,176,66
normal,164,57
normal,198,74
fat,129,56
fat,162,66
fat,133,67
normal,176,60
fat,137,67
thin,189,50
thin,172,41
fat,143,61
thin,198,63
fat,130,63
normal,161,50
normal,136,45
fat,162,75
thin,194,57
thin,172,54
thin,183,50
normal,181,69
thin,160,39
normal,157,57
fat,132,73
fat,122,41
thin,176,46
thin,180,41
thin,189,49
normal,157,55
fat,138,80
thin,184,38
fat,145,57
fat,138,70
thin,177,45
thin,175,50
normal,151,50
thin,167,47
normal,144,51
thin,172,36
normal,176,63
normal,148,52
normal,189,69
thin,186,54
normal,158,47
fat,121,78
thin,174,40
fat,148,60
fat,165,74
normal,156,47
thin,173,36
normal,152,57
normal,142,48
normal,187,77
fat,141,80
fat,141,67
normal,177,61
thin,156,39
fat,126,40
thin,195,58
thin,190,54
thin,195,59
normal,176,65
normal,196,80
fat,148,61
normal,169,63
fat,127,44
thin,169,43
fat,125,55
normal,169,62
fat,145,73
fat,170,75
thin,200,51
normal,156,49
fat,141,68
fat,149,59
normal,179,76
fat,143,75
normal,146,48
normal,190,78
thin,166,43
normal,163,55
thin,171,52
fat,158,64
fat,124,52
normal,184,74
fat,158,69
fat,141,60
normal,172,67
thin,195,40
fat,129,51
thin,181,41
thin,186,55
normal,149,54
normal,182,71
fat,136,60
fat,127,73
normal,142,38
fat,124,57
normal,173,58
fat,139,68
normal,181,62
fat,157,62
normal,186,65
normal,176,77
fat,143,62
thin,191,48
normal,160,56
thin,165,48
thin,163,37
fat,174,78
fat,127,60
fat,152,61
thin,178,46
normal,150,43
normal,181,75
normal,136,35
fat,149,65
fat,131,54
thin,149,37
thin,156,35
normal,151,47
thin,192,51
normal,195,78
fat,128,46
normal,191,77
normal,128,37
normal,142,41
thin,167,51
fat,125,56
thin,165,46
fat,124,41
thin,171,35
fat,145,74
normal,139,42
fat,131,63
thin,186,52
normal,186,69
thin,187,64
fat,151,62
fat,147,75
fat,137,49
fat,164,76
thin,172,35
normal,167,68
fat,135,66
thin,189,51
normal,149,42
fat,157,68
normal,147,51
thin,200,69
thin,196,57
normal,168,60
thin,193,57
thin,187,63
thin,163,36
thin,152,38
fat,124,50
normal,195,77
normal,129,38
thin,189,57
normal,139,40
thin,183,49
normal,123,35
normal,172,60
fat,142,63
thin,169,35
thin,172,51
thin,190,45
fat,129,44
normal,174,61
fat,144,61
thin,175,40
fat,146,74
thin,167,43
normal,171,55
thin,200,49
thin,149,38
normal,131,39
fat,158,68
thin,187,53
thin,194,64
normal,199,74
fat,155,79
fat,124,44
fat,139,52
thin,186,52
fat,149,77
normal,143,41
thin,192,38
fat,129,49
thin,167,40
normal,159,61
normal,150,48
thin,196,42
fat,145,80
fat,137,67
fat,140,56
thin,159,38
normal,166,66
fat,143,74
thin,191,57
thin,163,48
fat,174,79
thin,192,67
normal,166,67
fat,127,53
normal,191,69
normal,156,52
normal,197,76
fat,130,62
normal,175,62
normal,175,65
thin,184,56
fat,128,74
thin,161,39
thin,156,41
fat,156,77
normal,167,62
fat,124,53
fat,135,58
fat,153,60
thin,173,44
normal,163,65
fat,121,40
fat,134,59
normal,162,57
fat,137,61
normal,146,51
thin,161,40
thin,174,44
fat,160,67
normal,157,54
normal,168,56
fat,144,64
normal,171,56
thin,160,44
thin,168,41
thin,181,51
thin,190,47
thin,199,68
fat,146,71
normal,144,46
normal,178,64
normal,170,68
normal,165,52
thin,176,53
normal,151,49
normal,186,80
fat,138,76
fat,140,66
thin,165,42
normal,165,62
normal,184,70
thin,170,44
thin,199,38
normal,157,59
thin,194,52
fat,160,67
fat,124,64
normal,142,42
thin,191,38
thin,179,55
fat,131,60
normal,162,63
normal,163,50
thin,174,36
normal,165,65
normal,176,61
fat,137,58
thin,167,48
fat,153,80
thin,190,51
normal,144,44
thin,143,36
normal,190,76
thin,179,54
thin,167,49
fat,167,76
thin,167,44
fat,123,58
thin,171,52
normal,171,60
thin,183,53
thin,190,35
fat,128,56
fat,146,71
normal,145,51
normal,174,67
fat,126,80
normal,184,68
thin,199,70
thin,164,46
fat,130,79
fat,129,42
normal,144,44
normal,175,69
thin,156,35
thin,169,36
fat,130,76
thin,194,39
normal,183,72
fat,141,55
normal,199,77
normal,193,74
thin,157,44
fat,124,63
thin,188,47
normal,175,65
thin,193,53
thin,161,44
thin,173,48
fat,135,67
fat,129,77
thin,194,60
fat,146,77
fat,148,76
thin,183,54
normal,126,36
fat,120,57
fat,132,60
fat,135,61
thin,183,48
normal,158,52
thin,153,35
normal,190,67
fat,143,68
normal,186,74
normal,170,56
normal,148,44
normal,174,69
fat,130,77
thin,171,54
normal,157,49
fat,161,77
thin,191,47
normal,156,53
thin,180,35
thin,185,57
thin,186,43
fat,127,45
normal,195,76
fat,135,77
thin,189,50
thin,198,53
fat,146,70
fat,140,58
normal,173,60
normal,171,67
normal,179,80
fat,123,46
fat,156,78
normal,158,48
fat,126,72
thin,188,43
normal,163,64
thin,191,66
thin,186,51
thin,165,39
normal,151,49
normal,147,40
thin,168,47
fat,125,66
normal,136,44
fat,145,78
normal,150,55
fat,144,73
fat,168,80
thin,170,50
fat,126,43
normal,159,57
normal,137,38
thin,191,48
fat,144,73
thin,147,36
thin,172,54
normal,149,45
fat,148,80
fat,136,50
fat,162,66
thin,186,40
normal,189,72
normal,166,64
fat,142,68
normal,193,79
thin,147,37
fat,178,80
thin,193,37
thin,151,40
thin,186,63
normal,193,72
normal,182,74
normal,186,79
normal,177,76
normal,167,52
thin,171,37
thin,185,36
thin,198,42
fat,144,66
fat,126,80
normal,180,62
thin,183,59
thin,199,35
thin,163,37
normal,168,66
thin,185,46
fat,135,55
thin,153,35
normal,128,37
normal,161,53
fat,134,53
thin,176,52
fat,145,76
thin,195,38
normal,127,40
normal,155,49
fat,131,69
fat,130,77
normal,190,75
normal,193,73
fat,136,64
thin,187,41
fat,120,60
fat,127,42
fat,153,72
fat,126,62
fat,127,70
thin,173,55
normal,157,54
thin,184,48
fat,148,60
fat,151,63
fat,149,73
normal,196,79
normal,149,45
fat,161,76
fat,136,53
thin,152,42
normal,166,63
fat,138,49
normal,184,66
fat,143,77
thin,175,39
thin,185,37
thin,171,53
fat,146,65
normal,145,46
thin,199,71
thin,197,50
fat,137,54
fat,126,45
thin,189,55
fat,127,65
fat,158,64
fat,149,70
fat,132,50
normal,153,56
fat,148,80
thin,148,36
fat,133,46
thin,168,37
thin,170,48
thin,175,43
thin,170,36
thin,193,65
normal,138,36
fat,142,64
fat,155,67
fat,146,57
fat,151,60
thin,148,37
fat,153,64
fat,122,39
normal,154,48
thin,173,47
fat,127,69
normal,164,66
thin,156,43
thin,184,60
normal,151,57
thin,142,36
normal,164,50
thin,196,41
thin,183,36
thin,175,41
fat,148,80
thin,200,38
fat,130,51
fat,134,75
thin,167,37
fat,150,75
fat,135,65
thin,161,36
normal,156,56
normal,124,37
thin,193,39
thin,180,43
normal,178,78
normal,182,71
fat,129,69
thin,179,51
normal,193,72
fat,122,40
fat,140,78
fat,120,64
fat,125,66
normal,189,77
thin,171,41
thin,199,60
thin,197,61
normal,192,73
fat,164,75
normal,147,49
thin,145,38
fat,129,68
fat,122,80
normal,184,72
thin,192,64
normal,164,50
fat,122,50
normal,152,57
normal,192,79
fat,160,66
fat,136,73
normal,185,68
fat,173,80
fat,150,59
thin,192,62
fat,124,73
fat,147,78
thin,190,62
thin,181,58
normal,185,64
thin,188,37
thin,157,45
thin,174,54
fat,132,56
fat,153,78
fat,137,49
normal,175,69
fat,162,67
normal,145,49
fat,169,72
fat,150,68
normal,156,50
thin,181,46
thin,179,41
normal,155,58
fat,121,64
normal,159,59
normal,167,66
fat,126,71
normal,140,45
thin,182,51
fat,150,68
normal,171,71
thin,197,49
normal,148,44
thin,200,72
thin,200,36
fat,165,74
thin,160,44
normal,140,45
fat,165,74
normal,144,47
normal,186,74
fat,121,44
fat,141,66
normal,136,43
normal,155,58
thin,158,36
thin,159,45
thin,174,38
fat,128,47
fat,146,58
fat,123,77
normal,192,75
fat,158,70
thin,161,47
fat,151,62
fat,148,63
thin,187,39
thin,181,45
normal,184,69
normal,150,54
normal,150,54
normal,139,41
thin,195,51
fat,135,60
thin,195,38
fat,125,74
fat,134,72
normal,158,56
fat,140,55
normal,183,74
normal,134,37
normal,160,57
normal,130,40
normal,155,47
fat,160,69
normal,184,69
fat,128,47
thin,165,41
thin,186,50
thin,195,58
fat,165,71
normal,152,47
normal,136,44
normal,154,48
fat,147,75
normal,190,76
fat,135,64
thin,183,35
thin,189,42
thin,166,36
thin,192,47
normal,168,54
fat,130,76
fat,134,47
thin,177,35
normal,184,74
fat,121,77
normal,164,61
normal,154,57
fat,130,71
thin,153,40
fat,143,62
normal,149,44
thin,170,46
thin,171,53
fat,129,52
fat,160,80
normal,170,58
fat,162,76
fat,143,53
fat,137,69
normal,181,74
fat,164,71
fat,153,76
thin,199,56
fat,125,51
fat,139,62
fat,147,56
thin,168,44
fat,137,54
fat,123,80
normal,176,64
fat,136,55
normal,157,59
fat,165,79
fat,133,58
thin,162,37
thin,173,42
fat,147,61
thin,160,38
fat,159,70
thin,195,60
normal,168,70
normal,172,58
fat,131,57
thin,187,48
thin,180,57
fat,130,43
fat,146,80
thin,158,36
thin,152,36
thin,180,46
thin,189,62
thin,167,43
thin,196,36
normal,182,74
normal,149,42
fat,131,47
normal,168,59
fat,150,65
normal,176,67
fat,134,62
thin,183,58
normal,186,68
thin,180,57
fat,120,45
normal,187,68
fat,121,45
normal,142,42
fat,126,47
fat,162,79
fat,136,57
fat,146,80
normal,142,50
normal,178,70
fat,135,46
thin,192,44
thin,198,55
thin,177,48
fat,160,72
fat,149,65
thin,156,37
thin,197,55
fat,156,62
fat,136,67
thin,152,38
normal,172,65
normal,191,73
normal,147,48
fat,123,43
thin,196,59
thin,200,70
fat,172,78
normal,162,56
thin,167,49
fat,151,74
normal,150,51
normal,182,63
thin,177,51
normal,183,65
fat,123,50
thin,183,40
thin,192,52
fat,175,80
fat,146,74
normal,173,62
normal,171,61
fat,145,54
fat,124,45
normal,155,47
normal,157,49
thin,177,48
thin,200,60
thin,192,42
fat,124,45
normal,184,74
fat,123,39
fat,123,65
fat,130,43
fat,140,78
fat,127,75
fat,135,54
fat,122,77
thin,160,36
normal,151,54
normal,154,55
normal,139,48
thin,157,44
thin,199,36
thin,184,55
thin,173,48
thin,198,51
fat,138,63
fat,131,50
fat,141,62
fat,143,52
fat,158,71
normal,186,71
thin,183,59
fat,155,61
fat,120,77
fat,148,76
fat,145,80
thin,180,38
thin,197,60
thin,181,47
normal,130,42
normal,187,80
normal,178,72
thin,198,64
fat,124,61
normal,144,42
thin,175,42
normal,137,44
normal,184,76
fat,146,74
thin,195,68
thin,158,37
normal,163,57
normal,185,66
thin,175,55
normal,160,63
fat,130,64
fat,147,61
fat,137,77
fat,133,74
normal,169,56
fat,125,56
fat,143,73
thin,199,63
normal,195,80
thin,177,47
fat,147,68
thin,172,50
normal,181,74
fat,124,79
thin,165,37
thin,189,48
thin,200,36
fat,128,62
normal,142,49
thin,155,36
thin,195,49
thin,185,47
fat,124,69
fat,151,78
fat,159,80
fat,130,60
fat,131,43
normal,193,80
thin,192,37
normal,151,54
fat,162,78
fat,141,73
fat,130,47
fat,137,49
thin,183,50
normal,188,76
fat,157,75
fat,159,72
thin,177,44
thin,180,56
normal,146,46
normal,127,36
fat,132,44
thin,182,42
thin,181,47
thin,194,43
normal,146,48
thin,182,44
fat,132,80
fat,161,75
thin,156,45
normal,154,47
fat,120,48
thin,164,39
thin,196,39
fat,154,63
normal,157,60
thin,164,39
thin,189,50
normal,194,76
normal,143,49
fat,131,62
normal,160,57
fat,146,74
fat,125,49
fat,130,71
thin,178,56
fat,129,58
fat,126,57
normal,166,61
normal,171,62
fat,130,72
thin,197,47
thin,178,50
thin,186,40
thin,199,54
thin,200,70
fat,128,59
thin,198,45
fat,134,55
fat,140,61
fat,156,64
thin,175,52
fat,145,74
normal,184,75
thin,170,35
normal,156,47
normal,183,69
normal,168,54
thin,160,36
normal,175,60
fat,126,49
normal,195,75
normal,161,48
fat,136,49
fat,124,61
normal,177,62
normal,178,60
thin,185,45
fat,131,61
fat,146,65
fat,131,67
fat,127,45
thin,173,54
thin,168,37
fat,127,54
thin,182,49
fat,121,67
fat,152,58
normal,135,40
fat,134,78
fat,121,70
fat,168,78
normal,176,59
fat,145,61
normal,165,60
fat,128,46
normal,163,62
normal,141,40
thin,143,36
thin,189,45
fat,164,78
fat,142,60
fat,160,66
thin,191,55
normal,150,44
thin,192,60
fat,136,56
normal,153,50
thin,163,46
thin,177,40
thin,177,50
normal,134,43
fat,152,63
thin,195,59
normal,133,38
fat,141,63
fat,132,69
fat,128,48
fat,123,40
normal,128,37
fat,128,57
normal,124,36
fat,132,58
thin,194,35
thin,188,57
fat,143,74
fat,121,67
thin,182,49
fat,130,79
thin,196,61
normal,173,69
fat,124,68
thin,195,67
fat,133,67
normal,189,75
normal,143,39
fat,145,73
normal,151,53
thin,154,41
fat,124,64
fat,133,57
normal,148,43
thin,191,55
normal,194,80
thin,190,52
normal,198,74
fat,127,46
fat,150,74
normal,137,36
normal,170,72
thin,200,58
fat,127,47
fat,166,80
normal,148,43
fat,137,72
thin,172,39
thin,192,38
fat,157,78
normal,187,73
thin,139,35
fat,122,64
normal,154,44
fat,148,61
thin,188,55
normal,159,60
fat,156,67
fat,135,74
thin,186,45
fat,125,79
fat,160,65
fat,130,65
fat,126,78
thin,191,41
fat,150,78
thin,198,50
normal,189,77
fat,137,71
normal,182,62
normal,148,48
thin,157,42
thin,195,53
normal,150,47
fat,156,70
thin,200,46
fat,124,55
thin,183,42
fat,131,69
normal,152,50
thin,176,43
fat,132,64
thin,154,42
normal,189,70
fat,144,74
normal,182,72
thin,199,67
thin,183,39
thin,187,58
fat,123,80
fat,123,55
normal,184,80
fat,126,63
thin,144,35
fat,120,44
fat,148,79
fat,122,69
thin,196,58
normal,154,58
normal,185,80
normal,191,77
normal,130,41
normal,168,53
normal,126,38
fat,136,67
thin,150,35
thin,175,36
fat,147,60
normal,186,72
fat,127,51
thin,197,37
thin,187,46
fat,126,41
fat,127,77
fat,120,76
fat,139,79
thin,198,50
fat,146,59
fat,138,56
thin,191,53
normal,160,64
normal,191,77
fat,123,57
fat,133,59
fat,126,43
fat,166,74
fat,127,59
fat,162,78
fat,138,50
thin,190,50
fat,138,71
normal,143,47
normal,183,67
fat,135,80
thin,185,59
normal,178,77
thin,167,37
fat,129,74
fat,160,67
fat,125,41
thin,200,45
fat,139,79
normal,163,58
normal,151,47
thin,177,43
fat,120,59
fat,128,51
thin,178,43
fat,143,80
normal,138,43
normal,178,74
normal,169,63
fat,126,80
fat,126,60
thin,182,40
thin,168,37
thin,179,50
thin,197,39
fat,154,61
normal,139,48
normal,182,71
fat,153,59
fat,120,41
fat,135,55
normal,187,79
thin,169,48
fat,163,74
normal,163,63
fat,131,55
fat,156,74
normal,172,72
normal,160,57
normal,175,65
thin,196,47
thin,144,35
normal,150,43
fat,145,53
fat,138,51
thin,186,48
thin,166,36
thin,193,53
fat,126,52
normal,163,52
normal,163,62
fat,123,48
fat,145,56
fat,134,49
normal,169,59
thin,171,45
thin,183,48
fat,134,59
normal,188,76
normal,182,72
fat,147,70
normal,179,67
fat,169,72
normal,124,37
thin,180,56
thin,185,51
thin,198,65
thin,200,45
fat,157,72
fat,147,74
fat,149,80
thin,184,53
normal,136,40
normal,174,73
normal,169,60
thin,192,66
thin,189,57
thin,152,36
fat,150,64
fat,158,69
fat,159,79
thin,194,62
normal,174,74
normal,175,63
thin,199,35
fat,142,57
fat,138,58
thin,159,44
thin,189,59
normal,156,59
thin,185,54
thin,180,45
thin,172,39
thin,200,67
thin,199,40
thin,169,46
fat,165,72
fat,140,75
normal,144,42
thin,170,43
fat,134,79
fat,147,64
thin,155,42
thin,154,36
normal,195,76
thin,184,57
normal,181,67
thin,153,43
fat,120,39
normal,180,68
fat,144,58
thin,184,50
fat,162,80
thin,181,59
normal,184,76
normal,178,71
thin,199,51
thin,172,54
thin,188,56
normal,178,70
thin,197,58
thin,188,61
fat,138,56
thin,193,63
fat,148,55
fat,155,69
normal,176,72
fat,135,55
thin,190,50
fat,124,73
fat,125,60
normal,184,69
fat,154,76
normal,186,73
fat,123,47
fat,124,64
thin,168,51
fat,148,59
thin,191,56
normal,197,75
fat,162,72
normal,164,56
thin,182,40
fat,121,65
normal,191,70
fat,161,67
normal,169,65
thin,193,52
fat,133,59
thin,155,35
thin,175,53
normal,189,76
thin,192,61
fat,124,54
fat,122,79
fat,143,61
thin,176,55
fat,139,68
fat,129,55
fat,162,71
thin,188,43
normal,155,46
fat,124,79
normal,159,58
thin,153,36
fat,134,59
normal,194,75
normal,131,39
thin,170,35
fat,154,63
fat,135,79
thin,152,35
fat,127,77
thin,196,35
thin,193,57
fat,127,73
thin,180,47
normal,162,64
fat,125,59
normal,152,53
normal,168,66
thin,191,38
thin,197,59
normal,198,73
thin,163,49
thin,189,60
thin,175,36
fat,134,60
thin,179,56
normal,145,47
normal,172,56
fat,149,73
fat,140,75
normal,155,45
normal,178,69
fat,132,55
thin,195,38
fat,133,66
fat,137,52
thin,173,41
thin,168,51
thin,200,68
fat,133,54
thin,153,40
fat,141,59
normal,196,73
fat,174,77
normal,176,73
fat,122,75
thin,183,36
normal,168,58
fat,132,79
thin,182,48
fat,133,75
thin,151,39
normal,184,78
thin,191,66
normal,155,46
thin,150,41
fat,124,77
thin,171,44
fat,147,63
fat,162,79
fat,169,75
thin,188,45
normal,183,67
fat,121,54
fat,132,62
normal,139,48
thin,193,60
normal,186,80
fat,139,72
fat,128,73
normal,147,48
thin,178,38
normal,164,51
normal,191,77
thin,177,54
normal,122,37
thin,168,43
thin,192,40
thin,185,39
fat,146,75
thin,197,42
fat,128,59
fat,163,76
fat,141,52
normal,166,62
fat,125,75
thin,166,48
fat,168,73
normal,196,77
fat,121,74
normal,187,65
thin,158,36
normal,153,57
normal,136,45
normal,130,41
fat,150,65
thin,192,56
normal,131,41
thin,189,63
fat,135,55
thin,184,58
thin,191,45
fat,136,58
normal,170,71
normal,169,69
fat,154,80
thin,166,37
normal,163,50
normal,175,65
thin,148,38
normal,192,80
fat,124,55
normal,199,79
normal,141,38
normal,141,38
normal,185,79
fat,167,77
thin,187,61
thin,193,64
fat,146,66
fat,164,71
normal,183,68
fat,155,70
fat,138,74
fat,137,80
thin,140,36
thin,186,44
fat,136,55
normal,150,52
thin,163,41
normal,129,35
thin,188,42
fat,130,53
fat,142,54
normal,161,58
fat,152,80
thin,194,66
normal,188,69
normal,182,72
normal,170,67
fat,131,53
fat,142,70
thin,158,44
normal,184,75
thin,169,44
normal,134,42
normal,191,79
thin,200,49
normal,188,67
thin,187,46
normal,147,46
fat,154,75
fat,166,80
fat,148,59
thin,153,40
fat,127,60
fat,126,74
thin,185,46
fat,126,60
normal,150,48
fat,165,72
normal,178,71
fat,129,42
fat,173,78
fat,138,50
normal,157,57
normal,187,70
fat,121,61
fat,125,56
normal,182,71
normal,158,48
thin,190,48
thin,199,41
fat,123,48
normal,156,49
fat,138,76
thin,176,47
thin,167,38
fat,124,61
thin,169,47
normal,191,75
thin,179,41
normal,160,49
thin,182,43
fat,128,66
thin,181,41
fat,149,61
thin,149,41
normal,166,51
thin,154,37
thin,180,44
thin,173,55
fat,136,59
fat,132,49
normal,139,39
fat,121,61
fat,133,48
thin,156,38
normal,198,73
thin,145,35
thin,170,38
normal,135,43
fat,133,53
normal,130,38
fat,141,76
fat,133,58
normal,147,41
thin,183,60
normal,172,70
thin,198,60
fat,155,72
fat,136,48
normal,189,78
thin,169,50
normal,133,43
normal,146,50
fat,150,62
normal,120,35
thin,199,43
normal,197,78
fat,149,70
normal,178,62
normal,174,69
normal,193,70
thin,179,42
fat,140,78
normal,146,46
fat,139,62
thin,194,64
normal,176,63
fat,133,69
fat,142,67
thin,183,61
fat,151,79
thin,182,42
thin,192,49
fat,153,67
normal,138,45
fat,127,77
fat,143,78
fat,125,56
normal,175,76
normal,151,55
thin,195,61
normal,147,44
thin,199,41
fat,160,71
normal,130,40
fat,132,72
fat,125,80
fat,146,58
fat,167,79
fat,156,78
fat,148,80
normal,173,69
fat,128,72
normal,177,64
normal,163,51
fat,138,68
thin,198,71
fat,138,62
fat,127,56
fat,147,59
fat,135,62
thin,192,64
fat,139,71
normal,167,65
thin,178,51
fat,125,55
thin,156,40
fat,131,44
fat,144,78
normal,189,68
fat,123,53
fat,154,73
thin,169,38
normal,125,35
fat,133,67
thin,171,35
fat,143,59
normal,198,79
thin,174,54
fat,142,76
thin,170,53
thin,171,47
fat,137,71
normal,183,71
thin,184,54
normal,174,58
fat,128,48
normal,159,61
thin,189,47
fat,157,65
thin,167,47
fat,126,69
normal,161,52
fat,133,66
fat,123,56
normal,185,70
thin,187,53
fat,139,58
fat,147,77
normal,168,60
normal,188,74
thin,180,47
fat,157,80
normal,183,64
fat,135,77
thin,185,36
normal,135,43
thin,172,40
thin,174,50
thin,179,53
thin,179,37
thin,196,47
thin,179,50
normal,162,63
fat,124,40
fat,124,41
thin,197,48
normal,176,71
thin,166,38
fat,152,61
fat,170,76
thin,190,46
fat,163,70
normal,146,52
thin,170,53
fat,120,64
fat,148,80
fat,138,62
thin,185,37
fat,138,53
normal,145,41
fat,148,77
thin,191,47
fat,129,49
thin,179,43
thin,195,39
fat,120,54
thin,153,40
fat,156,73
thin,196,67
thin,179,58
fat,168,78
normal,171,56
fat,124,65
fat,133,50
thin,162,42
normal,185,79
normal,193,77
normal,185,76
normal,168,56
fat,134,70
fat,148,68
normal,155,52
thin,167,44
fat,121,76
fat,120,67
fat,160,73
thin,171,46
thin,200,40
thin,200,55
thin,168,37
thin,174,49
thin,162,44
normal,168,53
fat,168,78
fat,168,77
thin,195,50
thin,196,59
fat,137,62
fat,138,73
normal,161,61
fat,152,73
normal,139,37
thin,159,41
fat,161,66
fat,121,38
fat,129,47
normal,146,41
normal,197,74
normal,194,74
thin,196,70
fat,122,80
thin,188,53
fat,134,61
fat,162,75
normal,181,73
normal,179,62
thin,188,53
fat,148,76
fat,125,60
fat,134,61
normal,168,67
thin,194,42
normal,178,78
fat,156,66
thin,173,39
fat,148,64
fat,169,77
fat,138,54
fat,127,45
fat,166,77
normal,121,35
normal,198,76
fat,120,53
thin,161,41
thin,192,52
fat,120,43
thin,198,49
thin,171,42
thin,198,56
thin,186,36
normal,154,58
fat,133,50
fat,138,65
normal,188,71
thin,192,61
fat,140,62
thin,174,55
fat,149,74
normal,186,73
normal,130,38
fat,157,71
normal,159,61
thin,198,43
thin,199,68
